id,code,name
1650,FDK,"Frederick, MD: Frederick Municipal"
1651,FDR,"Frederick, OK: Frederick Regional"
1652,FDU,"Bandundu, Congo (Kinshasa): Bandundu Airport"
1653,FDY,"Findlay, OH: Findlay Airport"
1654,FEG,"Fergana, Uzbekistan: Fergana Airport"
1655,FEN,"Fernando de Noronha, Brazil: Fernando de Noronha Airport"
1656,FEP,"Freeport, IL: Albertus"
1657,FET,"Fremont, NE: Fremont Municipal"
1658,FEW,"Cheyenne, WY: Francis E. Warren AFB Heliport"
1659,FEZ,"Fez, Morocco: Saiss International"
1660,FFD,"Fairford, United Kingdom: RAF Fairford"
1661,FFM,"Fergus Falls, MN: Fergus Falls Municipal-Einar Mickelson Field"
1662,FFO,"Dayton, OH: Wright-Patterson AFB"
1663,FFT,"Frankfort, KY: Capital City"
1664,FGD,"Fderik, Mauritania: Fderik Airport"
1665,FGI,"Apia, Samoa: Fagali I"
1666,FHB,"Fernandina Beach, FL: Fernandina Beach Municipal"
1667,FHU,"Fort Huachuca, AZ: Sierra Vista Municipal-Libby AAF"
1668,FIC,"Fire Cove, AK: Fire Cove Airport"
1669,FID,"Fishers Island, NY: Elizabeth Field"
1670,FIH,"Kinshasa, Congo (Kinshasa): N''Djili International"
1671,FIL,"Fillmore, UT: Fillmore Municipal"
1672,FIN,"Finschhafen, Papua New Guinea: Finschhafen Airport"
1673,FIZ,"Fitzroy Crossing, Australia: Fitzroy Crossing Airport"
1674,FJR,"Al-Fujairah, United Arab Emirates: Fujairah International"
1675,FKB,"Karlsruhe/Baden-Baden, Germany: Karlsruhe/Baden-Baden Airport"
1676,FKI,"Kisangani, Congo (Kinshasa): Bangoka International"
1677,FKJ,"Fukui, Japan: Fukui Airport"
1678,FKL,"Franklin/Oil City, PA: Venango Regional"
1679,FKS,"Fukushima, Japan: Fukushima Airport"
1680,FL1,"Zephyrhills, FL: Zephyrhills Municipal"
1681,FL2,"Valkaria, FL: Valkaria Airport"
1682,FL3,"Chipley, FL: Vosikas"
1683,FL4,"Bunnell, FL: Flagler County"
1684,FL5,"Williston, FL: Williston Municipal"
1685,FL6,"Clewiston, FL: Airglades"
1686,FLA,"Florencia, Colombia: Gustavo Artunduaga Paredes"
1687,FLB,"Floriano, Brazil: Floriano Airport"
1688,FLD,"Fond Du Lac, WI: Fond Du Lac County"
1689,FLF,"Flensburg, Germany: Flensburg Schaferhaus"
1690,FLG,"Flagstaff, AZ: Flagstaff Pulliam"
1691,FLJ,"Falls Bay, AK: Falls Bay Airport"
1692,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
1693,FLN,"Florianopolis, Brazil: Hercilio Luz"
1694,FLO,"Florence, SC: Florence Regional"
1695,FLR,"Florence, Italy: Firenze"
1696,FLS,"Flinders Island, Australia: Flinders Island Airport"
1697,FLT,"Flat, AK: Flat Airport"
1698,FLU,"New York, NY: Flushing"
1699,FLV,"Leavenworth, KS: Sherman AAF"
1700,FLW,"Santa Cruz das Flores, Portugal: Flores"
1701,FLX,"Fallon, NV: Fallon Municipal"
1702,FMA,"Formosa, Argentina: Formosa Airport"
1703,FMC,"Five Mile Camp, AK: Five Mile Camp Airport"
1704,FMH,"Falmouth, MA: Cape Cod CGAS"
1705,FMI,"Kalemie, Congo (Kinshasa): Kalemie Airport"
1706,FMM,"Memmingen, Germany: Memmingen Airport"
1707,FMN,"Farmington, NM: Four Corners Regional"
1708,FMO,"Greven, Germany: Munster/Osnabruck"
1709,FMS,"Fort Madison, IA: Fort Madison Municipal"
1710,FMY,"Fort Myers, FL: Page Field"
1711,FNA,"Freetown, Sierra Leone: Freetown Lungi"
1712,FNC,"Funchal, Portugal: Madeira"
1713,FNI,"Nimes, France: Nimes Garons"
1714,FNJ,"Pyongyang, North Korea: Pyongyang International"
1715,FNL,"Fort Collins/Loveland, CO: Fort Collins-Loveland Municipal"
1716,FNR,"Funter Bay Alaska, AK: Funter Bay"
1717,FNT,"Flint, MI: Bishop International"
1718,FOA,"Fortuna Ledge, AK: Marshall Field"
1719,FOB,"Fort Bragg, CA: Fort Bragg Airport"
1720,FOC,"Fuzhou, China: Changle"
1721,FOD,"Fort Dodge, IA: Fort Dodge Regional"
1722,FOE,"Topeka, KS: Forbes Field"
1723,FOG,"Foggia, Italy: Foggia Airport"
1724,FOK,"Westhampton, NY: Francis S. Gabreski"
1725,FOR,"Fortaleza, Brazil: Pinto Martins International"
1726,FPO,"Freeport, The Bahamas: Grand Bahama International"
1727,FPR,"Fort Pierce, FL: St. Lucie County International"
1728,FPY,"Perry, FL: Perry-Foley"
1729,FQA,"Patching Lake, AK: Patching Lake Airport"
1730,FQB,"Ventura, CA: San Nicolas Island NOLF"
1731,FQC,"Kodiak, AK: Lilly Lake"
1732,FQD,"Katmai National Park, AK: Trident Volcano"
1733,FQE,"Annex Creek, AK: Annex Creek Airport"
1734,FQF,"Davidson Creek, AK: Davidson Creek Airport"
1735,FQG,"Snettisham, AK: Snettisham Airport"
1736,FQH,"Fire Island, AK: Fire Island Airport"
1737,FQI,"Scott, KY: Georgetown Scott County - Marshall Field"
1738,FQJ,"Greens Creek, AK: Greens Creek Airport"
1739,FQK,"Gull Cove, AK: Gull Cove Airport"
1740,FQL,"Flora, IL: Flora Municipal"
1741,FQN,"Karta Lake, AK: Karta Lake Airport"
1742,FQO,"Manzanita Lake, AK: Manzanita Lake Airport"
1743,FQP,"Shrimp Bay, AK: Shrimp Bay Airport"
1744,FQQ,"Dry Bay, AK: Dry Bay Airport"
1745,FQR,"Josephine Lake, AK: Josephine Lake Airport"
1746,FQU,"Libby, MT: Libby Airport"
1747,FQV,"Volcano Bay, AK: Volcano Bay Airport"
1748,FQW,"Fort Glenn, AK: Fort Glenn Airport"
1749,FQX,"Babe Islands, AK: Babe Islands Airport"
1750,FQY,"Kahli Cove, AK: Kahli Cove Airport"
1751,FRA,"Frankfurt, Germany: Frankfurt Main"
1752,FRC,"Franca, Brazil: Franca Airport"
1753,FRD,"Friday Harbor, WA: Friday Harbor Airport"
1754,FRF,"Frankfurt, Germany: Rhein Main AFB"
1755,FRG,"East Farmingdale, NY: Republic"
1756,FRL,"Forli, Italy: Forli Airport"
1757,FRM,"Fairmont, MN: Fairmont Municipal"
1758,FRO,"Floro, Norway: Floro Airport"
1759,FRP,"Fresh Water Bay, AK: Fresh Water Bay Airport"
1760,FRR,"Front Royal, VA: Front Royal-Warren County"
1761,FRS,"Flores, Guatemala: Flores Airport"
1762,FRU,"Bishkek, Kyrgyzstan: Manas"
1763,FRW,"Francistown, Botswana: Francistown Airport"
1764,FRY,"Fryeburg, ME: Eastern Slopes Regional"
1765,FSC,"Figari, France: Figari Sud Corse"
1766,FSD,"Sioux Falls, SD: Joe Foss Field"
1767,FSI,"Fort Sill, OK: Henry Post AAF"
1768,FSK,"Fort Scott, KS: Fort Scott Municipal"
1769,FSM,"Fort Smith, AR: Fort Smith Regional"
1770,FSP,"St. Pierre, Saint Pierre and Miquelon: St. Pierre Airport"
1771,FSS,"Forres, United Kingdom: RAF Kinloss"
1772,FST,"Ft. Stockton, TX: Fort Stockton Pecos County"
1773,FSZ,"Shizuoka, Japan: Shizuoka Airport"
1774,FTC,"Fort Collins, CO: Fort Collins Airpark"
1775,FTE,"El Calafate, Argentina: El Calafate Airport"
1776,FTG,"Denver, CO: Front Range"
1777,FTK,"Fort Knox, KY: Godman AAF"
1778,FTL,"Fortuna Ledge, AK: Fortuna Ledge Airport"
1779,FTU,"Fort Dauphin, Madagascar: Marillac"
1780,FTV,"Masvingo, Zimbabwe: Masvingo Airport"
1781,FTW,"Dallas/Fort Worth, TX: Fort Worth Meacham International"
1782,FTY,"Atlanta, GA: Fulton County Airport-Brown Field"
1783,FUE,"Fuerteventura, Spain: Fuerteventura Airport"
1784,FUJ,"Fukue, Japan: Fukue Airport"
1785,FUK,"Fukuoka, Japan: Fukuoka Airport"
1786,FUL,"Fullerton, CA: Fullerton Municipal"
1787,FUN,"Funafuti, Tuvalu: Funafuti International"
1788,FUT,"Futuna Island, Wallis and Futuna: Futuna Pointe Vele"
1789,FVA,"Osprey Lodge, AK: Osprey Lodge Airport"
1790,FVB,"Baledogle, Somalia: Baledogle Airport"
1791,FVC,"Baikonour, Kazakhstan: Baikonour Airport"
1792,FVD,"Sonora, TX: Sonora Municipal"
1793,FVE,"Fallbrook, CA: Fallbrook Community Airpark"
1794,FVF,"Dadaab, Kenya: Hagadera"
1795,FVG,"Wickenburg, AZ: Wickenburg Municipal"
1796,FVH,"Othello, WA: Othello Municipal"
1797,FVI,"Lake Providence, LA: Byerley"
1798,FVJ,"Amberley, Australia: Amberley Airport"
1799,FVL,"Colusa, CA: Colusa Airport"
1800,FVM,"Erwin, NC: Harnett Regional Jetport"
1801,FVN,"Culbertson, MT: Big Sky Field"
1802,FVO,"Aurora, OR: Aurora State"
1803,FVP,"Quincy, CA: Gansner Field"
1804,FVQ,"Donlin Creek Mine, AK: Donlin Creek Mine Airport"
1805,FVR,"Three Forks, MT: Three Forks Airport"
1806,FVS,"Rexburg, ID: Rexburg-Madison County"
1807,FVT,"Latacunga, Ecuador: Latacunga Airport"
1808,FVU,"Las Palmas, Peru: Las Palmas Airport"
1809,FVV,"Kernville, CA: Kern Valley"
1810,FVW,"Golden Creek Mine, AK: Golden Creek Mine Airport"
1811,FVX,"Grace Harbor, AK: Grace Harbor Airport"
1812,FVY,"Unuk River, AK: Unuk River Airport"
1813,FVZ,"Deadhorse, AK: Inigok"
1814,FWA,"Fort Wayne, IN: Fort Wayne International"
1815,FWH,"Fort Worth, TX: Fort Worth NAS JRB/Carswell Field"
1816,FWL,"Farewell, AK: Farewell Airport"
1817,FWS,"Fort Worth, TX: Fort Worth Spinks"
1818,FXE,"Fort Lauderdale, FL: Fort Lauderdale Executive"
1819,FXM,"Flaxman Island, AK: Flaxman AFS"
1820,FXO,"Nova Freixo, Mozambique: Nova Freixo Airport"
1821,FXR,"Clinton, IN: Frankfort Municipal"
1822,FXY,"Forest City, IA: Forest City Municipal"
1823,FYT,"Faya-Largeau, Chad: Faya-Largeau Airport"
1824,FYU,"Fort Yukon, AK: Fort Yukon Airport"
1825,FYV,"Fayetteville, AR: Drake Field"
1826,FZO,"Filton, United Kingdom: Bristol Filton"
1827,GA1,"Lafayette, GA: Barwick Lafayette"
1828,GA2,"Carrollton, GA: West Georgia Regional - O V Gray Field"
1829,GA3,"Atlanta, GA: Newnan Coweta County"
1830,GA4,"Jefferson, GA: Jackson County"
1831,GA5,"Thomson, GA: Thomson McDuffie County"
1832,GAC,"Gracias, Honduras: Gracias Airport"
1833,GAD,"Gadsden, AL: Northeast Alabama Regional"
1834,GAE,"Gabes, Tunisia: Matmata"
1835,GAI,"Gaithersburg, MD: Montgomery County Airpark"
1836,GAJ,"Yamagata, Japan: Yamagata Airport"
1837,GAL,"Galena, AK: Edward G. Pitka Sr."
1838,GAM,"Gambell, AK: Gambell Airport"
1839,GAN,"Gan Island, Maldives: Gan Island Airport"
1840,GAO,"Guantanamo, Cuba: Los Canos"
1841,GAQ,"Gao, Mali: Gao Airport"
1842,GAR,"Garaina, Papua New Guinea: Garaina Airport"
1843,GAT,"Gap, France: Gap Tallard"
1844,GAU,"Guwahati, India: Guwahati International"
1845,GAW,"Gangaw, Burma: Gangaw Airport"
1846,GAY,"Gaya, India: Gaya Airport"
1847,GB1,"Suffolk, United Kingdom: Wattisham"
1848,GBA,"Goose Bay, AK: Goose Bay AAF"
1849,GBD,"Great Bend, KS: Great Bend Municipal"
1850,GBE,"Gaborone, Botswana: Sir Seretse Khama International"
1851,GBG,"Galesburg, IL: Galesburg Municipal"
1852,GBH,"Galbraith Lake, AK: Galbraith Lake Airport"
1853,GBJ,"Marie Galante, Guadeloupe: Marie Galante Airport"
1854,GBK,"Gbangbatok, Sierra Leone: Gbangbatok Airport"
1855,GBR,"Great Barrington, MA: Walter J. Koladza"
1856,GBU,"Khashm El Girba, Sudan: Khashm El Girba Airport"
1857,GCA,"Guacamayas, Colombia: Guacamayas Airport"
1858,GCC,"Gillette, WY: Gillette Campbell County"
1859,GCI,"Guernsey, United Kingdom: Guernsey Airport"
1860,GCK,"Garden City, KS: Garden City Regional"
1861,GCM,"Grand Cayman, Cayman Islands: Owen Roberts International"
1862,GCN,"Grand Canyon, AZ: Grand Canyon National Park"
1863,GCY,"Greeneville, TN: Municipal"
1864,GDC,"Greenville, SC: Donaldson Center"
1865,GDE,"Gode, Ethiopia: Gode Airport"
1866,GDH,"Golden Horn Lodge, AK: Golden Horn Lodge Seaplane Base"
1867,GDL,"Guadalajara, Mexico: Miguel Hidalgo Y Costilla International"
1868,GDM,"Gardner, MA: Gardner Municipal"
1869,GDN,"Gdansk, Poland: Gdansk Lech Walesa"
1870,GDQ,"Gondar, Ethiopia: Gondar Airport"
1871,GDT,"Grand Turk, Turks and Caicos Islands: JAGS McCartney International"
1872,GDV,"Glendive, MT: Dawson Community"
1873,GDW,"Gladwin, MI: Gladwin Zettel Memorial"
1874,GDX,"Magadan, Russia: Sokol"
1875,GEA,"Noumea, New Caledonia: Noumea Magenta"
1876,GED,"Georgetown, DE: Sussex County"
1877,GEG,"Spokane, WA: Spokane International"
1878,GEK,"Ganes Creek, AK: Ganes Creek Airport"
1879,GEL,"Santo Angelo, Brazil: Santo Angelo Airport"
1880,GEN,"Oslo, Norway: Gardermoen"
1881,GEO,"Georgetown, Guyana: Cheddi Jagan International"
1882,GER,"Nueva Gerona, Cuba: Rafael Cabrera"
1883,GES,"General Santos, Philippines: General Santos Airport"
1884,GET,"Geraldton, Australia: Geraldton Airport"
1885,GEV,"Gallivare, Sweden: Gallivare Airport"
1886,GEY,"Greybull, WY: South Big Horn County"
1887,GEZ,"Shelbyville, IN: Shelbyville Municipal"
1888,GFA,"Great Falls, MT: Malmstrom AFB Heliport"
1889,GFB,"Togiak Fish, AK: Togiak Fish Airport"
1890,GFF,"Griffith, Australia: Griffith Airport"
1891,GFK,"Grand Forks, ND: Grand Forks International"
1892,GFL,"Glens Falls, NY: Floyd Bennett Memorial"
1893,GFN,"Grafton, Australia: Grafton Airport"
1894,GFO,"Bartica, Guyana: Bartica Airport"
1895,GFR,"Granville, France: Granville Mont Saint Michel"
1896,GFY,"Grootfontein, Namibia: Grootfontein Airport"
1897,GGE,"Georgetown, SC: Georgetown County"
1898,GGG,"Longview, TX: East Texas Regional"
1899,GGN,"Gagnoa, Cote d''Ivoire: Gagnoa Airport"
1900,GGT,"Moss Town, The Bahamas: Exuma International"
1901,GGW,"Glasgow, MT: Wokal Field/Glasgow International"
1902,GHA,"Ghardaia, Algeria: Noumerat Moufdi Zakaria"
1903,GHB,"Governors Harbour, The Bahamas: Governors Harbour Airport"
1904,GHC,"Great Harbour Cay, The Bahamas: Great Harbour Cay Airport"
1905,GHT,"Ghat, Libya: Ghat Airport"
1906,GHU,"Gualeguaychu, Argentina: Gualeguaychu Airport"
1907,GIB,"Gibraltar, Gibraltar: Gibraltar Airport"
1908,GIG,"Rio de Janeiro, Brazil: Galeao-Antonio Carlos Jobim"
1909,GIL,"Gilgit, Pakistan: Gilgit Airport"
1910,GIS,"Gisborne, New Zealand: Gisborne Airport"
1911,GIZ,"Gizan, Saudi Arabia: Gizan Saudia Arabia"
1912,GJA,"Guanaja Island, Honduras: Guanaja"
1913,GJM,"Guajara-Mirim, Brazil: Guajara Mirim"
1914,GJT,"Grand Junction, CO: Grand Junction Regional"
1915,GKA,"Goroka, Papua New Guinea: Goroka Airport"
1916,GKL,"Great Keppel Island, Australia: Bonnie Doon"
1917,GKN,"Gulkana, AK: Gulkana Airport"
1918,GL1,"Station Nord, Greenland: Station Nord Airport"
1919,GL2,"Hyde Fjord, Greenland: Hyde Fjord Ice Strip"
1920,GLA,"Glasgow, United Kingdom: Glasgow Airport"
1921,GLD,"Goodland, KS: Renner Field"
1922,GLF,"Golfito, Costa Rica: Golfito Airport"
1923,GLH,"Greenville, MS: Mid Delta Regional"
1924,GLI,"Glen Innes, Australia: Glen Innes Airport"
1925,GLK,"Galcaio, Somalia: Galcaio Airport"
1926,GLM,"Glenormiston, Australia: Glenormiston Airport"
1927,GLN,"Goulimime, Morocco: Goulimime Airport"
1928,GLO,"Gloucester/Cheltenham, United Kingdom: Gloucestershire"
1929,GLQ,"Glennallen, AK: Glennallen Airport"
1930,GLR,"Gaylord, MI: Gaylord Regional"
1931,GLS,"Galveston, TX: Scholes International at Galveston"
1932,GLT,"Gladstone, Australia: Gladstone Airport"
1933,GLV,"Golovin, AK: Golovin Airport"
1934,GLW,"Glasgow, KY: Glasgow Municipal"
1935,GMA,"Gemena, Congo (Kinshasa): Gemena Airport"
1936,GMC,"Guerima, Colombia: Guerima Airport"
1937,GML,"Kiev, Ukraine: Antonov International"
1938,GMP,"Seoul, South Korea: Gimpo International"
1939,GMT,"Granite Mountain, AK: Granite Mountain AS"
1940,GMU,"Greenville, SC: Greenville Downtown"
1941,GNA,"Hrodna, Belarus: Hrodna Airport"
1942,GNB,"Grenoble, France: Grenoble Isere"
1943,GND,"Grenada, Grenada: Maurice Bishop International"
1944,GNR,"General Roca, Argentina: General Roca Airport"
1945,GNU,"Goodnews Bay, AK: Goodnews"
1946,GNV,"Gainesville, FL: Gainesville Regional"
1947,GOA,"Genoa, Italy: Genova/Sestri"
1948,GOB,"Goba, Ethiopia: Goba Airport"
1949,GOH,"Nuuk, Greenland: Nuuk Airport"
1950,GOI,"Goa, India: Goa Airport"
1951,GOJ,"Nizhniy Novgorod, Russia: Strigino"
1952,GOL,"Gold Beach, OR: Gold Beach Municipal"
1953,GOM,"Goma, Congo (Kinshasa): Goma Airport"
1954,GON,"New London/Groton, CT: Groton-New London"
1955,GOO,"Goondiwindi, Australia: Goondiwindi Airport"
1956,GOP,"Gorakhpur, India: Gorakhpur Airport"
1957,GOR,"Gore, Ethiopia: Gore Airport"
1958,GOS,"Gosford, Australia: Gosford Airport"
1959,GOT,"Gothenburg, Sweden: Landvetter"
1960,GOU,"Garoua, Cameroon: Garoua Airport"
1961,GOV,"Gove, Australia: Gove Airport"
1962,GOZ,"Gorna Oryahovitsa, Bulgaria: Gorna Oryahovitsa Airport"
1963,GPI,"Guapi, Colombia: Guapi Airport"
1964,GPM,"Grand Prairie, TX: Grand Prairie Municipal"
1965,GPS,"Galapagos Islands, Ecuador: Baltra"
1966,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International"
1967,GPZ,"Grand Rapids, MN: Grand Rapids/Itasca County-Gordon Newstrom Field"
1968,GQQ,"Galion, OH: Horning"
1969,GRA,"Gamarra, Colombia: Germania"
1970,GRB,"Green Bay, WI: Austin Straubel International"
1971,GRD,"Greenwood, SC: Greenwood County"
1972,GRF,"Tacoma, WA: Gray AAF"
1973,GRI,"Grand Island, NE: Central Nebraska Regional"
1974,GRJ,"George, South Africa: George Airport"
1975,GRK,"Killeen, TX: Robert Gray AAF"
1976,GRO,"Gerona, Spain: Gerona Costa Brava"
1977,GRP,"Gurupi, Brazil: Gurupi Airport"
1978,GRQ,"Groningen, Netherlands: Eelde"
1979,GRR,"Grand Rapids, MI: Gerald R. Ford International"
1980,GRS,"Grosseto, Italy: Grosseto Airport"
1981,GRU,"Sao Paulo, Brazil: Guarulhos Gov Andre Franco Montouro"
1982,GRW,"Graciosa Island, Portugal: Graciosa Island Airport"
1983,GRX,"Granada, Spain: Granada Airport"
1984,GRZ,"Graz, Austria: Graz International"
1985,GSB,"Goldsboro, NC: Seymour Johnson AFB"
1986,GSE,"Gothenburg, Sweden: Gothenburg City"
1987,GSH,"Goshen, IN: Goshen Municipal"
1988,GSO,"Greensboro/High Point, NC: Piedmont Triad International"
1989,GSP,"Greer, SC: Greenville-Spartanburg International"
1990,GST,"Gustavus, AK: Gustavus Airport"
1991,GSW,"Dallas/Fort Worth, TX: Greater Southwest International"
1992,GT1,"San Jose, Guatemala: San Jose Airport"
1993,GTB,"Genting, Malaysia: Genting Airport"
1994,GTE,"Groote Island, Australia: Groote Eylandt"
1995,GTF,"Great Falls, MT: Great Falls International"
1996,GTK,"Sungei Tekai, Malaysia: Sungei Tekai Airport"
1997,GTN,"Mount Cook, New Zealand: Glentanner"
1998,GTO,"Gorontalo, Indonesia: Djalaluddin"
1999,GTR,"Columbus, MS: Golden Triangle Regional"
2000,GTU,"Georgetown, TX: Georgetown Municipal"
2001,GTW,"Zlin, Czech Republic: Holesov"
2002,GUA,"Guatemala City, Guatemala: La Aurora International"
2003,GUB,"Guerrero Negro, Mexico: Guerrero Negro Airport"
2004,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional"
2005,GUD,"Goundam, Mali: Goundam Airport"
2006,GUF,"Gulf Shores, AL: Jack Edwards"
2007,GUH,"Gunnedah, Australia: Gunnedah Airport"
2008,GUI,"Guiria, Venezuela: Guiria Airport"
2009,GUM,"Guam, TT: Guam International"
2010,GUO,"Gualaco, Honduras: Gualaco Airport"
2011,GUP,"Gallup, NM: Gallup Municipal"
2012,GUQ,"Guanare, Venezuela: Guanare Airport"
2013,GUR,"Alotau, Papua New Guinea: Gurney"
2014,GUS,"Peru, IN: Grissom ARB"
2015,GUT,"Gutersloh, Germany: Gutersloh Airport"
2016,GUW,"Atyrau, Kazakhstan: Atyrau Airport"
2017,GUY,"Guymon, OK: Guymon Municipal"
2018,GUZ,"Guiratinga, Brazil: Guiratinga Airport"
2019,GVA,"Geneva, Switzerland: Geneva Cointrin"
2020,GVE,"Gordonville, VA: Gordonsville Municipal"
2021,GVL,"Gainesville, GA: Lee Gilmer Memorial"
2022,GVQ,"Batavia, NY: Genesee County"
2023,GVR,"Governador Valadares, Brazil: Governador Valadares Airport"
2024,GVT,"Greenville, TX: Majors"
2025,GVW,"Grandview, MO: Richards/Gebaur AFB"
2026,GVX,"Gavle, Sweden: Gavle Airport"
2027,GWD,"Gwadar, Pakistan: Gwadar International"
2028,GWE,"Gweru, Zimbabwe: Gweru Thornhill"
2029,GWI,"Gwinner, ND: Gwinner Municipal"
2030,GWL,"Gwalior, India: Gwalior Airport"
2031,GWO,"Greenwood, MS: Greenwood/Leflore"
2032,GWR,"Gwinner, ND: Gwinner-Roger Melroe Field"
2033,GWS,"Glenwood Springs, CO: Glenwood Springs Municipal"
2034,GWT,"Westerland-Sylt, Germany: Sylt"
2035,GWY,"Galway, Ireland: Carnmore"
2036,GXF,"Sayun, Yemen: Sayun International"
2037,GXH,"Mildenhall, United Kingdom: Mildenhall NAF"
2038,GXQ,"Coyhaique, Chile: Teniente Vidal"
2039,GXX,"Yagoua, Cameroon: Yagoua Ville"
2040,GYA,"Guayaramerin, Bolivia: Guayaramerin Airport"
2041,GYD,"Baku, Azerbaijan: Heydar Aliyev International"
2042,GYE,"Guayaquil, Ecuador: Jose Joaquin de Olmedo International"
2043,GYM,"Guaymas, Mexico: General Jose Maria Yanez International"
2044,GYN,"Goiania, Brazil: Santa Genoveva"
2045,GYR,"Goodyear, AZ: Phoenix Goodyear"
2046,GYY,"Gary, IN: Gary/Chicago International"
2047,GZO,"Gizo, Solomon Islands: Gizo Nusatupe"
2048,GZT,"Gaziantep, Turkey: Oguzeli"
2049,HAB,"Hamilton, AL: Marion County"
2050,HAC,"Hachijo Jima Island, Japan: Hachijo Jima Island Airport"
2051,HAD,"Halmstad, Sweden: Halmstad Airport"
2052,HAE,"Havasupai, AZ: Havasupai Airport"
2053,HAF,"Half Moon Bay, CA: Half Moon Bay Airport"
2054,HAH,"Moroni, Comoros: Prince Said Ibrahim"
2055,HAJ,"Hannover, Germany: Hannover Airport"
2056,HAK,"Haikou, China: Meilan"
2057,HAM,"Hamburg, Germany: Hamburg Airport"
2058,HAN,"Hanoi, Vietnam: Noibai International"
2059,HAO,"Hamilton, OH: Butler County Regional"
2060,HAP,"Long Island, Australia: Long Island Airport"
2061,HAR,"Harrisburg, PA: Capital City"
2062,HAS,"Hail, Saudi Arabia: Hail Airport"
2063,HAU,"Haugesund, Norway: Karmoy"
2064,HAV,"Havana, Cuba: Jose Marti International"
2065,HAY,"Haycock, AK: Haycock Airport"
2066,HBA,"Hobart, Australia: Hobart Airport"
2067,HBC,"Hanus Bay, AK: Hanus Bay Airport"
2068,HBE,"Alexandria, Egypt: Borg El Arab"
2069,HBG,"Hattiesburg, MS: Hattiesburg Bobby L. Chain Municipal"
2070,HBH,"Hobart Bay, AK: Hobart Bay Airport"
2071,HBI,"Harbour Island, The Bahamas: Harbour Island Airport"
2072,HBL,"Babelegi, South Africa: Babelegi Heliport"
2073,HBT,"Hafr Al Batin, Saudi Arabia: Al Batin"
2074,HBV,"Hebbronville, TX: Jim Hogg County"
2075,HBY,"Hood Bay, AK: Hood Bay Airport"
2076,HCA,"Big Spring, TX: Howard County"
2077,HCB,"Shoal Cove, AK: Shoal Cove Airport"
2078,HCR,"Holy Cross, AK: Holy Cross Airport"
2079,HCW,"Cheraw, SC: Cheraw Municipal/Lynch Bellinger Field"
2080,HDA,"Hidden Falls, AK: Hidden Falls Airport"
2081,HDB,"Heidelberg, Germany: Heidelberg AHP"
2082,HDD,"Hyderabad, Pakistan: Hyderabad Airport"
2083,HDF,"Heringsdorf, Germany: Heringsdorf Airport"
2084,HDH,"Mokuleia, HI: Dillingham"
2085,HDM,"Hamadan, Iran: Hamadan Airport"
2086,HDN,"Hayden, CO: Yampa Valley"
2087,HDS,"Hoedspruit, South Africa: Hoedspruit Airport"
2088,HDY,"Hat Yai, Thailand: Hat Yai International"
2089,HEA,"Herat, Afghanistan: Herat Airport"
2090,HED,"Herendeen, AK: Herendeen Bay"
2091,HEH,"Heho, Burma: Heho Airport"
2092,HEI,"Heide/Busum, Germany: Heide-Busum"
2093,HEL,"Helsinki, Finland: Helsinki Vantaa"
2094,HER,"Heraklion, Greece: Nikos Kazantzakis"
2095,HES,"Hermiston, OR: Hermiston Municipal"
2096,HET,"Hohhot, China: Baita"
2097,HEX,"Santo Domingo, Dominican Republic: Herrera International"
2098,HEZ,"Natchez, MS: Hardy-Anders Field Natchez-Adams County"
2099,HFA,"Haifa, Israel: Haifa Airport"
2100,HFD,"Hartford, CT: Hartford Brainard"
2101,HFE,"Hefei, China: Luogang"
2102,HFF,"Hoffman, NC: Mackall AAF"
2103,HFN,"Hofn, Iceland: Hornafjordur"
2104,HFT,"Hammerfest, Norway: Hammerfest Airport"
2105,HGA,"Hargeisa, Somalia: Egal International"
2106,HGD,"Hughenden, Australia: Hughenden Airport"
2107,HGH,"Hangzhou, China: Xiaoshan"
2108,HGL,"Dune, Germany: Helgoland Dune"
2109,HGN,"Mae Hong Son, Thailand: Mae Hong Son Airport"
2110,HGO,"Korhogo, Cote d''Ivoire: Korhogo Airport"
2111,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field"
2112,HGS,"Freetown, Sierra Leone: Hastings"
2113,HGU,"Mount Hagen, Papua New Guinea: Mount Hagen Airport"
2114,HGZ,"Hogatza, AK: Hogatza Airport"
2115,HHE,"Hachinohe, Japan: Hachinohe Airport"
2116,HHH,"Hilton Head, SC: Hilton Head Airport"
2117,HHN,"Hahn, Germany: Frankfurt Hahn"
2118,HHP,"Hong Kong, Hong Kong: Kai Tak Heliport"
2119,HHR,"Hawthorne, CA: Jack Northrop Field/Hawthorne Municipal"
2120,HIA,"Hiawatha, KS: Hiawatha Municipal"
2121,HIB,"Hibbing, MN: Range Regional"
2122,HIE,"Whitefield, NH: Mount Washington Regional"
2123,HIF,"Ogden, UT: Hill AFB"
2124,HII,"Lake Havasu City, AZ: Lake Havasu City Airport"
2125,HIJ,"Hiroshima, Japan: Hiroshima Airport"
2126,HIK,"Honolulu, HI: Joint Base Pearl Harbor-Hickam"
2127,HIN,"Jinju, South Korea: Sacheon AB"
2128,HIO,"Hillsboro, OR: Portland Hillsboro"
